DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/24/17,12:55,QUEENS,11101,40.74124,-73.93617,"(40.74124, -73.93617)",31 STREET                       ,48 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3777183,SPORT UTILITY / STATION WAGON,,,,
10/24/17,13:00,BRONX,10458,40.86901,-73.88419,"(40.86901, -73.88419)",,,2960      MARION AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3780742,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,13:00,BROOKLYN,11249,40.70807,-73.96493,"(40.70807, -73.96493)",,,96        SOUTH 10 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3777153,UTIL,PASSENGER VEHICLE,,,
10/24/17,13:00,,,40.80698,-73.95351,"(40.80698, -73.95351)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3777115,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,13:00,,,,,,CROSS BRONX EXPWY SERVICE ROAD  ,OLMSTEAD AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3777313,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/24/17,13:00,,,,,,Juniper Valley Rd               ,59 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3776014,SPORT UTILITY / STATION WAGON,,,,
10/24/17,13:00,,,,,,PELHAM PARKWAY NORTH            ,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3776363,PASSENGER VEHICLE,,,,
10/24/17,13:00,,,,,,PELHAM PARKWAY NORTH            ,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3776402,PASSENGER VEHICLE,,,,
10/24/17,13:00,,,40.75834,-73.95775,"(40.75834, -73.95775)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3776366,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/24/17,13:00,,,,,,,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3779552,DS,PASSENGER VEHICLE,,,
10/24/17,13:00,QUEENS,11419,40.688244,-73.82399,"(40.688244, -73.82399)",120 STREET                      ,103 AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3776543,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/24/17,13:05,BRONX,10473,40.821793,-73.85499,"(40.821793, -73.85499)",,,766       PUGSLEY AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3777308,TAXI,,,,
10/24/17,13:09,MANHATTAN,10014,40.73876,-74.00973,"(40.73876, -74.00973)",WEST STREET                     ,HORATIO STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3779455,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,13:10,BROOKLYN,11238,40.686024,-73.95667,"(40.686024, -73.95667)",,,376       FRANKLIN AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3776285,BU,PASSENGER VEHICLE,,,
6/23/17,12:15,,,40.587402,-73.991615,"(40.587402, -73.991615)",,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3697868,SPORT UTILITY / STATION WAGON,,,,
10/24/17,13:15,,,40.77628,-73.81221,"(40.77628, -73.81221)",24 ROAD                         ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3776062,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/24/17,13:15,,,40.757393,-73.93547,"(40.757393, -73.93547)",37 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3776393,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,13:15,,,40.76161,-73.99032,"(40.76161, -73.99032)",WEST 47 STREET                  ,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3775896,VN,PASSENGER VEHICLE,,,
10/24/17,13:16,MANHATTAN,10021,40.769737,-73.96271,"(40.769737, -73.96271)",LEXINGTON AVENUE                ,EAST 71 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3777212,TAXI,PICK-UP TRUCK,,,
10/24/17,13:20,BROOKLYN,11226,40.643005,-73.95263,"(40.643005, -73.95263)",EAST 26 STREET                  ,CLARENDON ROAD,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3776325,BICYCLE,PASSENGER VEHICLE,,,
10/24/17,13:20,MANHATTAN,10009,40.7235,-73.98695,"(40.7235, -73.98695)",,,115       EAST 2 STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3776268,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,13:20,,,40.73855,-73.98246,"(40.73855, -73.98246)",EAST 23 STREET                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3781277,BOX T,SPORT UTILITY / STATION WAGON,,,
10/24/17,13:20,MANHATTAN,10019,40.761147,-73.97952,"(40.761147, -73.97952)",AVENUE OF THE AMERICAS          ,WEST 52 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3776784,TAXI,BICYCLE,,,
10/24/17,13:25,,,40.814873,-73.91707,"(40.814873, -73.91707)",EAST 148 STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3776180,PASSENGER VEHICLE,RF,,,
10/24/17,13:30,BRONX,10455,40.80988,-73.90308,"(40.80988, -73.90308)",BRUCKNER BOULEVARD              ,EAST 149 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3777266,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,13:30,BROOKLYN,11235,40.575836,-73.960396,"(40.575836, -73.960396)",BRIGHTON 7 STREET               ,BRIGHTWATER COURT,,0,0,0,0,0,0,0,0,Unspecified,,,,,3776392,PASSENGER VEHICLE,,,,
10/24/17,13:30,BROOKLYN,11238,40.680748,-73.962654,"(40.680748, -73.962654)",,,909       ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3776105,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/24/17,13:30,,,40.709534,-73.768196,"(40.709534, -73.768196)",99 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3775903,PASSENGER VEHICLE,,,,
10/24/17,13:30,,,40.770573,-73.9075,"(40.770573, -73.9075)",23 AVENUE                       ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3776391,PASSENGER VEHICLE,VN,PICK-UP TRUCK,,
10/24/17,13:35,MANHATTAN,10065,40.75991,-73.95882,"(40.75991, -73.95882)",YORK AVENUE                     ,EAST 61 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3776320,TK,SPORT UTILITY / STATION WAGON,,,
10/24/17,13:35,,,40.648045,-74.00009,"(40.648045, -74.00009)",7 AVENUE                        ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3776782,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,13:40,BRONX,10451,40.81655,-73.91955,"(40.81655, -73.91955)",EAST 149 STREET                 ,COURTLANDT AVENUE,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3776182,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/24/17,13:40,BRONX,10457,40.84135,-73.89185,"(40.84135, -73.89185)",,,1792      PROSPECT AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3776420,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/24/17,13:40,QUEENS,11419,40.691135,-73.82184,"(40.691135, -73.82184)",124 STREET                      ,101 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3776164,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BU,,
10/24/17,13:41,,,40.754757,-73.99959,"(40.754757, -73.99959)",WEST 34 STREET                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3777128,TK,,,,
10/24/17,13:43,MANHATTAN,10003,40.73558,-73.99259,"(40.73558, -73.99259)",,,55        EAST 14 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3776318,TK,PASSENGER VEHICLE,,,
10/24/17,13:45,STATEN ISLAND,10310,40.626328,-74.13132,"(40.626328, -74.13132)",JEWETT AVENUE                   ,FOREST AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3776159,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,13:45,,,40.71764,-73.84102,"(40.71764, -73.84102)",ASCAN AVENUE                    ,BURNS STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3776266,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/24/17,13:45,,,40.79408,-73.944626,"(40.79408, -73.944626)",EAST 109 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3778320,SPORT UTILITY / STATION WAGON,,,,
10/24/17,13:45,BRONX,10455,40.813175,-73.89845,"(40.813175, -73.89845)",BRUCKNER BOULEVARD              ,LEGGETT AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3775927,BICYCLE,DS,,,
10/24/17,13:45,MANHATTAN,10007,40.716454,-74.01306,"(40.716454, -74.01306)",WEST STREET                     ,WARREN STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3776406,BICYCLE,PASSENGER VEHICLE,,,
10/24/17,13:52,,,40.668266,-73.84214,"(40.668266, -73.84214)",CROSS BAY BOULEVARD             ,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3776403,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,13:52,,,40.75991,-73.95882,"(40.75991, -73.95882)",EAST 61 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3776385,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/24/17,14:00,BRONX,10461,40.85746,-73.84984,"(40.85746, -73.84984)",,,1284      PELHAM PARKWAY SOUTH          ,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3776404,SPORT UTILITY / STATION WAGON,,,,
10/24/17,14:00,BROOKLYN,11213,40.6665,-73.931335,"(40.6665, -73.931335)",,,337       UTICA AVENUE                  ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3776169,DUMP,PASSENGER VEHICLE,,,
10/24/17,14:00,QUEENS,11411,40.697777,-73.745865,"(40.697777, -73.745865)",207 STREET                      ,116 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3776099,PASSENGER VEHICLE,,,,
10/24/17,14:00,,,40.769848,-73.98432,"(40.769848, -73.98432)",COLUMBUS AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3775917,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,14:00,,,40.59651,-73.98328,"(40.59651, -73.98328)",WEST 12 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3776097,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,14:00,BROOKLYN,11215,40.65946,-73.991806,"(40.65946, -73.991806)",6 AVENUE                        ,22 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3776345,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,14:01,BRONX,10467,40.876495,-73.87911,"(40.876495, -73.87911)",,,3230      RESERVOIR OVAL EAST           ,0,0,0,0,0,0,0,0,Unspecified,,,,,3776118,SPORT UTILITY / STATION WAGON,,,,
10/24/17,14:05,BROOKLYN,11218,40.63664,-73.97969,"(40.63664, -73.97969)",16 AVENUE                       ,39 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3777039,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,14:15,BRONX,10471,40.9061,-73.90432,"(40.9061, -73.90432)",,,5663      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3776725,SPORT UTILITY / STATION WAGON,,,,
10/24/17,14:15,MANHATTAN,10036,,,,12 AVENUE                       ,WEST 43 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3775906,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,14:15,,,40.62509,-73.998856,"(40.62509, -73.998856)",14 AVENUE                       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3777833,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,14:20,,,40.68028,-73.93154,"(40.68028, -73.93154)",STUYVESANT AVENUE               ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3776611,AM,PASSENGER VEHICLE,,,
10/24/17,14:20,,,40.685287,-73.81245,"(40.685287, -73.81245)",109 AVENUE                      ,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3776529,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,14:20,,,40.7531,-73.72422,"(40.7531, -73.72422)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3775920,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/24/17,14:25,QUEENS,11355,40.75763,-73.82799,"(40.75763, -73.82799)",KISSENA BOULEVARD               ,BARCLAY AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3776243,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,14:25,,,40.677483,-73.93033,"(40.677483, -73.93033)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3776599,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,14:26,BROOKLYN,11232,40.649094,-74.01694,"(40.649094, -74.01694)",50 STREET                       ,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3777181,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,14:29,QUEENS,11354,,,,36 ROAD                         ,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3775981,PASSENGER VEHICLE,,,,
10/24/17,14:30,BROOKLYN,11237,,,,,,434       Bleecker St                   ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3776810,SPORT UTILITY / STATION WAGON,,,,
10/24/17,14:30,QUEENS,11361,40.761494,-73.78403,"(40.761494, -73.78403)",,,39-31     201 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3776040,PASSENGER VEHICLE,,,,
10/24/17,14:30,STATEN ISLAND,10304,40.6135,-74.084854,"(40.6135, -74.084854)",,,550       TARGEE STREET                 ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,3776260,SPORT UTILITY / STATION WAGON,BU,,,
10/24/17,14:30,QUEENS,11429,40.707962,-73.72908,"(40.707962, -73.72908)",107 AVENUE                      ,227 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3776063,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,14:30,,,40.75834,-73.95775,"(40.75834, -73.95775)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,3776478,SPORT UTILITY / STATION WAGON,TAXI,SPORT UTILITY / STATION WAGON,,
10/24/17,14:35,BROOKLYN,11205,40.695675,-73.95963,"(40.695675, -73.95963)",,,840       KENT AVENUE                   ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3776286,TK,PASSENGER VEHICLE,,,
10/24/17,14:38,MANHATTAN,10027,40.808804,-73.95589,"(40.808804, -73.95589)",WEST 121 STREET                 ,MORNINGSIDE AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,View Obstructed/Limited,,,,3776552,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,14:40,MANHATTAN,10021,40.766167,-73.954254,"(40.766167, -73.954254)",YORK AVENUE                     ,EAST 71 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3776333,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,14:40,,,40.64616,-73.998474,"(40.64616, -73.998474)",8 AVENUE                        ,,,4,0,2,0,0,0,2,0,View Obstructed/Limited,Unspecified,,,,3776043,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,14:42,BRONX,10452,40.84434,-73.91475,"(40.84434, -73.91475)",EAST MOUNT EDEN AVENUE          ,JEROME AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3776629,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,14:45,,,40.768593,-73.98522,"(40.768593, -73.98522)",WEST 58 STREET                  ,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3776296,PASSENGER VEHICLE,,,,
10/24/17,14:46,,,,,,JUNCTION BOULEVARD              ,HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3776489,PICK-UP TRUCK,BU,,,
10/24/17,14:50,MANHATTAN,10016,40.743702,-73.97332,"(40.743702, -73.97332)",,,401       EAST 34 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3778719,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,14:50,,,40.73875,-74.00257,"(40.73875, -74.00257)",HORATIO STREET                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3779458,SPORT UTILITY / STATION WAGON,TK,,,
10/24/17,14:50,,,40.583565,-73.94944,"(40.583565, -73.94944)",EMMONS AVENUE                   ,,,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3776207,BR,PICK-UP TRUCK,,,
10/24/17,14:53,BROOKLYN,11209,40.634834,-74.029366,"(40.634834, -74.029366)",71 STREET                       ,RIDGE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3776048,PASSENGER VEHICLE,,,,
10/24/17,14:53,BROOKLYN,11230,40.615517,-73.96052,"(40.615517, -73.96052)",AVENUE N                        ,EAST 14 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3776436,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,15:00,BRONX,10467,40.865604,-73.870445,"(40.865604, -73.870445)",,,2707      BRONX PARK EAST               ,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3776405,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,15:00,BRONX,10475,40.869495,-73.82619,"(40.869495, -73.82619)",BARTOW AVENUE                   ,COOP CITY BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3776803,PASSENGER VEHICLE,Subn,,,
10/24/17,15:00,BROOKLYN,11213,40.669403,-73.94221,"(40.669403, -73.94221)",EASTERN PARKWAY                 ,KINGSTON AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3777517,BICYCLE,PASSENGER VEHICLE,,,
10/24/17,15:00,MANHATTAN,10019,40.76706,-73.98264,"(40.76706, -73.98264)",,,981       8 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3776306,PASSENGER VEHICLE,TK,,,
10/24/17,15:00,QUEENS,11358,40.765507,-73.80423,"(40.765507, -73.80423)",161 STREET                      ,35 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3775992,SPORT UTILITY / STATION WAGON,,,,
10/24/17,15:00,QUEENS,11385,40.69465,-73.90413,"(40.69465, -73.90413)",,,1539      COVERT STREET                 ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3776530,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,15:00,,,40.833416,-73.90709,"(40.833416, -73.90709)",PARK AVENUE                     ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3776300,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/24/17,15:02,BRONX,10463,40.876583,-73.90266,"(40.876583, -73.90266)",HEATH AVENUE                    ,ALBANY CRESCENT,,1,0,0,0,0,0,1,0,Pavement Slippery,Failure to Yield Right-of-Way,,,,3776654,BU,PASSENGER VEHICLE,,,
10/24/17,15:04,,,,,,RICHMOND AVENUE                 ,DRUMGOOLE ROAD W,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3776733,SPORT UTILITY / STATION WAGON,,,,
10/24/17,15:04,,,,,,ROCKLAND AVENUE                 ,GWENN LOOP,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3776675,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/24/17,15:10,MANHATTAN,10128,40.77981,-73.95035,"(40.77981, -73.95035)",2 AVENUE                        ,EAST 89 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3779566,SPORT UTILITY / STATION WAGON,BU,,,
10/24/17,15:10,QUEENS,11694,40.577984,-73.859024,"(40.577984, -73.859024)",BEACH CHANNEL DRIVE             ,BEACH 139 STREET,,0,0,0,0,0,0,0,0,Accelerator Defective,Unspecified,,,,3777192,BU,PASSENGER VEHICLE,,,
10/24/17,15:10,BROOKLYN,11212,40.66549,-73.92137,"(40.66549, -73.92137)",UNION STREET                    ,SUTTER AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3776200,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,15:15,MANHATTAN,10036,40.763615,-73.997,"(40.763615, -73.997)",,,615       WEST 46 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3776309,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,15:15,,,,,,,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3779560,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/24/17,15:21,QUEENS,11378,40.732582,-73.90219,"(40.732582, -73.90219)",,,64-20     MAURICE AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3775924,PASSENGER VEHICLE,,,,
10/24/17,15:25,,,40.61003,-74.136826,"(40.61003, -74.136826)",PURDY AVENUE                    ,CARMEL AVENUE,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3776672,SPORT UTILITY / STATION WAGON,,,,
10/24/17,15:27,MANHATTAN,10002,40.713432,-73.99456,"(40.713432, -73.99456)",,,13        MARKET STREET                 ,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3777709,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,15:30,BROOKLYN,11210,40.638546,-73.94924,"(40.638546, -73.94924)",EAST 29 STREET                  ,FOSTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3776327,BU,SPORT UTILITY / STATION WAGON,,,
10/24/17,15:30,MANHATTAN,10016,40.739162,-73.9769,"(40.739162, -73.9769)",,,455       1 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3776344,PASSENGER VEHICLE,FIRE TRUCK,,,
10/24/17,15:30,,,40.73978,-73.97952,"(40.73978, -73.97952)",2 AVENUE                        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3776348,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/24/17,15:30,BRONX,10460,40.8399,-73.87562,"(40.8399, -73.87562)",BRONX PARK AVENUE               ,EAST TREMONT AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3776422,PASSENGER VEHICLE,,,,
10/24/17,15:30,,,40.793552,-73.945335,"(40.793552, -73.945335)",LEXINGTON AVENUE                ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3776558,PASSENGER VEHICLE,TAXI,,,
10/24/17,15:36,QUEENS,11355,40.755642,-73.827614,"(40.755642, -73.827614)",,,136-30    MAPLE AVENUE                  ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,3776188,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/24/17,15:40,BROOKLYN,11223,40.60927,-73.96882,"(40.60927, -73.96882)",,,502       AVENUE P                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3776210,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,15:45,QUEENS,11106,40.765114,-73.93148,"(40.765114, -73.93148)",,,21-21     BROADWAY                      ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3776394,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,15:50,MANHATTAN,10022,40.758167,-73.97536,"(40.758167, -73.97536)",,,457       MADISON AVENUE                ,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,,,,3776307,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/17,15:50,QUEENS,11360,40.781406,-73.778175,"(40.781406, -73.778175)",23 AVENUE                       ,212 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3776009,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/24/17,15:50,,,40.600018,-73.93313,"(40.600018, -73.93313)",GERRITSEN AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3776267,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/17,15:50,BROOKLYN,11238,40.685528,-73.96729,"(40.685528, -73.96729)",,,419       CLINTON AVENUE                ,1,0,0,0,0,0,1,0,View Obstructed/Limited,Unsafe Speed,,,,3776106,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
10/24/17,15:54,,,40.843906,-73.92413,"(40.843906, -73.92413)",UNIVERSITY AVENUE               ,,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,3776602,PASSENGER VEHICLE,,,,
